,ea_id,com_roadtype,com_vehicles,com_bus,com_urbancenter,com_dailymrkt,com_weeklymrkt,com_postoffice,com_publicphone,com_distprimary,com_classrooms,com_schoolelec,com_medicines,com_clinic,com_distclinic,com_bank
384,21053745,DIRT ROAD (MAINTAINED),YES,Yes,Yes,No,No,No,YES,Under 2 kilometers,Yes,Yes,Yes,No,0 to 5 kilometes,No
385,21054673,DIRT ROAD (MAINTAINED),YES,Yes,Yes,Yes,Yes,No,YES,3 to 5 kilometers,No,Yes,Yes,No,11 to 15 kilometers,No
386,21055165,TAR/ASPHALT,YES,Yes,Yes,Yes,Yes,No,YES,In the community,Yes,Yes,Yes,No,0 to 5 kilometes,No
387,21055241,DIRT ROAD (MAINTAINED),YES,No,Yes,No,No,No,YES,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
388,21055693,DIRT ROAD (MAINTAINED),YES,Yes,Yes,Yes,No,No,YES,Under 2 kilometers,Yes,Yes,Yes,No,0 to 5 kilometes,No
389,21056222,DIRT ROAD (MAINTAINED),YES,No,Yes,No,No,No,YES,3 to 5 kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
390,21066096,TAR/ASPHALT,YES,Yes,Yes,Yes,No,No,YES,In the community,Yes,Yes,Yes,No,0 to 5 kilometes,No
391,21066339,DIRT ROAD (MAINTAINED),YES,Yes,Yes,Yes,No,No,YES,Under 2 kilometers,Yes,Yes,Yes,Yes,0 to 5 kilometes,No
392,21066478,DIRT TRACK,NO,No,Yes,Yes,Yes,No,YES,3 to 5 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
393,21069400,TAR/ASPHALT,YES,Yes,Yes,Yes,No,No,YES,In the community,Yes,Yes,Yes,No,6 to 10 kilometers,Yes
394,21074510,DIRT ROAD (MAINTAINED),YES,Yes,Yes,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,0 to 5 kilometes,No
395,21077725,TAR/ASPHALT,YES,Yes,Yes,No,No,No,YES,Under 2 kilometers,Yes,No,No,No,0 to 5 kilometes,No
396,21079006,DIRT ROAD (MAINTAINED),YES,No,Yes,Yes,No,No,YES,Under 2 kilometers,Yes,No,Yes,Yes,,No
397,21080308,DIRT ROAD (MAINTAINED),YES,Yes,Yes,Yes,No,No,YES,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
398,21080755,DIRT TRACK,YES,Yes,Yes,Yes,Yes,No,YES,In the community,Yes,No,Yes,No,16 to 20 kilometers,No
399,21081573,DIRT TRACK,NO,No,Yes,Yes,No,No,YES,3 to 5 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
400,21083535,TAR/ASPHALT,YES,Yes,Yes,Yes,Yes,Yes,YES,In the community,Yes,No,Yes,Yes,,Yes
401,21085094,GRADED GRAVELED,YES,No,No,No,No,No,YES,In the community,Yes,No,Yes,No,6 to 10 kilometers,No
402,21086069,TAR/ASPHALT,YES,Yes,Yes,Yes,No,No,YES,In the community,Yes,Yes,Yes,No,6 to 10 kilometers,No
403,21086436,DIRT ROAD (MAINTAINED),YES,Yes,Yes,No,No,No,YES,3 to 5 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
404,21087057,TAR/ASPHALT,YES,Yes,Yes,Yes,Yes,No,YES,In the community,Yes,Yes,Yes,Yes,,No
405,21087531,DIRT ROAD (MAINTAINED),YES,Yes,Yes,Yes,Yes,No,YES,Under 2 kilometers,Yes,Yes,Yes,No,0 to 5 kilometes,No
406,21087736,TAR/ASPHALT,YES,Yes,Yes,Yes,Yes,No,YES,In the community,Yes,Yes,Yes,No,0 to 5 kilometes,No
407,21088597,DIRT ROAD (MAINTAINED),YES,No,Yes,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,Yes,,No
408,30101280,DIRT ROAD (MAINTAINED),YES,Yes,No,No,No,No,YES,In the community,Yes,No,No,No,Above 30 kilometers,No
409,30101545,DIRT ROAD (MAINTAINED),NO,Yes,No,Yes,Yes,Yes,YES,3 to 5 kilometers,Yes,No,Yes,No,16 to 20 kilometers,No
410,30101552,TAR/ASPHALT,YES,Yes,No,Yes,Yes,No,NO,,Yes,No,Yes,No,0 to 5 kilometes,No
411,30102028,GRADED GRAVELED,YES,No,No,No,Yes,No,YES,Under 2 kilometers,No,No,Yes,No,0 to 5 kilometes,No
412,30102540,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,,Yes,No,Yes,No,6 to 10 kilometers,No
413,30102632,TAR/ASPHALT,YES,Yes,No,No,No,No,NO,,No,No,No,Yes,,No
414,30102641,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,,No,No,Yes,No,11 to 15 kilometers,No
415,30103021,TAR/ASPHALT,YES,Yes,No,Yes,No,No,NO,,Yes,No,Yes,No,6 to 10 kilometers,No
416,30103074,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,5 and above kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
417,30103420,TAR/ASPHALT,YES,Yes,No,Yes,Yes,No,NO,Under 2 kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
418,30104022,DIRT ROAD (MAINTAINED),YES,No,No,Yes,No,No,NO,,No,No,Yes,No,6 to 10 kilometers,No
419,30104040,TAR/ASPHALT,YES,Yes,No,Yes,Yes,No,NO,Under 2 kilometers,No,No,Yes,Yes,,No
420,30104708,GRADED GRAVELED,YES,No,No,No,Yes,No,YES,Under 2 kilometers,Yes,No,No,No,21 to 25 kilometers,No
421,30105325,TAR/ASPHALT,YES,Yes,No,Yes,Yes,No,YES,,Yes,No,Yes,Yes,,No
422,30105448,DIRT ROAD (MAINTAINED),YES,Yes,No,No,No,No,NO,5 and above kilometers,No,No,Yes,No,6 to 10 kilometers,No
423,30106005,DIRT ROAD (MAINTAINED),YES,No,No,Yes,Yes,No,NO,3 to 5 kilometers,No,No,No,No,6 to 10 kilometers,No
424,30106331,TAR/ASPHALT,YES,Yes,No,Yes,Yes,No,NO,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
425,30106750,GRADED GRAVELED,NO,Yes,No,No,Yes,No,NO,3 to 5 kilometers,No,No,Yes,No,Above 30 kilometers,No
426,30107395,GRADED GRAVELED,YES,No,No,Yes,No,No,YES,Under 2 kilometers,Yes,No,No,No,0 to 5 kilometes,No
427,30107624,DIRT ROAD (MAINTAINED),YES,Yes,No,No,No,No,NO,,No,No,No,No,6 to 10 kilometers,No
428,30108117,DIRT ROAD (MAINTAINED),YES,Yes,No,Yes,No,No,NO,5 and above kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
429,30108401,GRADED GRAVELED,YES,Yes,No,Yes,Yes,No,NO,5 and above kilometers,Yes,No,Yes,Yes,,No
430,30109724,GRADED GRAVELED,NO,Yes,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,6 to 10 kilometers,No
431,30120262,TAR/ASPHALT,YES,Yes,No,Yes,No,No,NO,Under 2 kilometers,No,No,Yes,No,0 to 5 kilometes,No
432,30201076,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,5 and above kilometers,Yes,No,No,No,6 to 10 kilometers,No
433,30201146,TAR/ASPHALT,YES,Yes,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
434,30201498,TAR/ASPHALT,YES,Yes,No,No,No,No,NO,In the community,No,No,Yes,No,6 to 10 kilometers,No
435,30201587,GRADED GRAVELED,YES,Yes,No,Yes,Yes,No,YES,Under 2 kilometers,Yes,No,Yes,Yes,,No
436,30202252,TAR/ASPHALT,YES,Yes,No,No,No,No,YES,5 and above kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
437,30202403,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,3 to 5 kilometers,Yes,No,No,No,16 to 20 kilometers,No
438,30203044,GRADED GRAVELED,YES,No,No,Yes,Yes,No,NO,,No,No,No,Yes,,No
439,30203122,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,3 to 5 kilometers,No,No,Yes,No,0 to 5 kilometes,No
440,30203142,DIRT ROAD (MAINTAINED),NO,No,No,Yes,Yes,No,NO,3 to 5 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
441,30203256,GRADED GRAVELED,YES,Yes,No,No,No,No,NO,3 to 5 kilometers,Yes,No,No,No,26 to 30 kilometers,Yes
442,30203767,DIRT ROAD (MAINTAINED),YES,No,No,Yes,Yes,No,NO,Under 2 kilometers,Yes,No,No,No,11 to 15 kilometers,No
443,30204126,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,,Yes,No,Yes,No,0 to 5 kilometes,No
444,30205702,DIRT ROAD (MAINTAINED),YES,Yes,No,No,No,No,NO,Under 2 kilometers,No,No,Yes,No,0 to 5 kilometes,No
445,30206341,TAR/ASPHALT,YES,Yes,No,Yes,Yes,No,YES,In the community,No,No,Yes,Yes,,Yes
446,30206572,GRADED GRAVELED,YES,Yes,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
447,30207060,DIRT ROAD (MAINTAINED),YES,Yes,No,No,No,No,NO,3 to 5 kilometers,No,No,No,No,0 to 5 kilometes,No
448,30207188,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,5 and above kilometers,No,No,Yes,No,26 to 30 kilometers,No
449,30207491,DIRT ROAD (MAINTAINED),NO,Yes,No,No,No,No,NO,Under 2 kilometers,No,No,No,No,6 to 10 kilometers,No
450,30208396,DIRT ROAD (MAINTAINED),YES,Yes,No,No,No,No,NO,3 to 5 kilometers,No,No,Yes,No,0 to 5 kilometes,No
451,30209287,TAR/ASPHALT,YES,Yes,No,Yes,Yes,No,NO,,Yes,No,Yes,Yes,,No
452,30212167,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,Under 2 kilometers,No,No,Yes,No,0 to 5 kilometes,No
453,30212307,DIRT ROAD (MAINTAINED),YES,No,No,Yes,Yes,No,YES,3 to 5 kilometers,Yes,No,Yes,Yes,,No
454,30212492,DIRT TRACK,NO,No,No,No,No,No,NO,Under 2 kilometers,No,No,Yes,No,Above 30 kilometers,No
455,30222077,TAR/ASPHALT,YES,Yes,No,No,No,No,NO,3 to 5 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
456,30301554,DIRT ROAD (MAINTAINED),YES,No,Yes,Yes,Yes,Yes,YES,5 and above kilometers,No,No,Yes,No,0 to 5 kilometes,No
457,30301576,DIRT ROAD (MAINTAINED),YES,Yes,No,No,No,No,NO,3 to 5 kilometers,No,No,Yes,No,0 to 5 kilometes,No
458,30301590,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,3 to 5 kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
459,30302283,DIRT ROAD (MAINTAINED),YES,Yes,No,Yes,No,No,YES,5 and above kilometers,Yes,No,Yes,Yes,,No
460,30302357,DIRT ROAD (MAINTAINED),NO,No,Yes,Yes,Yes,No,NO,3 to 5 kilometers,Yes,No,Yes,Yes,,No
461,30302601,GRADED GRAVELED,NO,No,No,No,No,No,NO,3 to 5 kilometers,Yes,No,No,No,0 to 5 kilometes,No
462,30302687,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,Under 2 kilometers,No,No,No,No,0 to 5 kilometes,No
463,30302692,DIRT ROAD (MAINTAINED),NO,No,No,No,Yes,No,NO,Under 2 kilometers,Yes,No,No,No,0 to 5 kilometes,No
464,30304139,DIRT ROAD (MAINTAINED),YES,No,No,No,Yes,No,NO,Under 2 kilometers,Yes,No,Yes,Yes,,No
465,30304143,DIRT ROAD (MAINTAINED),YES,Yes,Yes,No,No,No,NO,Under 2 kilometers,No,No,Yes,No,0 to 5 kilometes,No
466,30305082,DIRT ROAD (MAINTAINED),NO,No,No,No,Yes,No,NO,Under 2 kilometers,Yes,No,No,No,6 to 10 kilometers,No
467,30305258,DIRT ROAD (MAINTAINED),NO,No,No,No,Yes,No,NO,3 to 5 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
468,30305277,DIRT ROAD (MAINTAINED),YES,Yes,No,No,Yes,Yes,NO,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
469,30305506,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
470,30305561,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,3 to 5 kilometers,No,No,Yes,No,11 to 15 kilometers,No
471,30305580,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,5 and above kilometers,Yes,No,No,No,11 to 15 kilometers,No
472,30306024,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,5 and above kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
473,30306056,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,5 and above kilometers,Yes,No,Yes,Yes,,No
474,30306087,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,3 to 5 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
475,30306460,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,YES,5 and above kilometers,No,No,No,No,0 to 5 kilometes,No
476,30306555,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,21 to 25 kilometers,No
477,30306594,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,YES,3 to 5 kilometers,No,No,Yes,No,6 to 10 kilometers,No
478,30307577,TAR/ASPHALT,YES,Yes,No,Yes,Yes,Yes,NO,Under 2 kilometers,Yes,No,Yes,Yes,,No
479,30307678,TAR/ASPHALT,YES,Yes,Yes,Yes,No,Yes,YES,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
480,30401015,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,In the community,Yes,No,No,No,Above 30 kilometers,No
481,30401062,TAR/ASPHALT,YES,Yes,No,Yes,No,Yes,YES,5 and above kilometers,Yes,No,Yes,No,26 to 30 kilometers,No
482,30401178,GRADED GRAVELED,YES,No,No,Yes,Yes,Yes,YES,In the community,Yes,No,Yes,No,6 to 10 kilometers,No
483,30401397,GRADED GRAVELED,YES,No,No,Yes,Yes,No,NO,In the community,Yes,No,Yes,Yes,,No
484,30402291,DIRT ROAD (MAINTAINED),YES,No,No,No,Yes,No,NO,,Yes,No,No,No,Above 30 kilometers,No
485,30402402,DIRT ROAD (MAINTAINED),NO,No,No,No,No,Yes,NO,5 and above kilometers,Yes,No,Yes,No,16 to 20 kilometers,No
486,30402515,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,YES,In the community,Yes,No,No,No,6 to 10 kilometers,No
487,30402570,TAR/ASPHALT,YES,Yes,No,Yes,Yes,No,NO,In the community,No,No,Yes,No,0 to 5 kilometes,No
488,30402669,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,In the community,Yes,No,No,No,6 to 10 kilometers,No
489,30403185,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,In the community,Yes,No,Yes,No,0 to 5 kilometes,No
490,30403225,DIRT ROAD (MAINTAINED),NO,Yes,No,No,No,No,NO,5 and above kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
491,30403261,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,3 to 5 kilometers,Yes,No,No,No,0 to 5 kilometes,No
492,30403444,DIRT ROAD (MAINTAINED),YES,Yes,No,Yes,Yes,Yes,YES,,Yes,No,Yes,Yes,,No
493,30403558,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,3 to 5 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
494,30403699,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,3 to 5 kilometers,No,No,No,No,6 to 10 kilometers,No
495,30403766,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,In the community,Yes,No,No,No,0 to 5 kilometes,No
496,30404093,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,In the community,Yes,No,No,Yes,,No
497,30404458,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,YES,Under 2 kilometers,Yes,No,No,No,0 to 5 kilometes,No
498,30404493,DIRT ROAD (MAINTAINED),YES,No,No,Yes,Yes,Yes,YES,In the community,Yes,No,Yes,Yes,,No
499,30405588,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,In the community,Yes,No,No,No,Above 30 kilometers,No
500,30406125,DIRT ROAD (MAINTAINED),YES,No,No,Yes,No,No,NO,,No,No,Yes,No,0 to 5 kilometes,No
501,30406378,DIRT ROAD (MAINTAINED),YES,No,No,No,Yes,No,NO,In the community,Yes,No,No,Yes,,No
502,30406710,DIRT ROAD (MAINTAINED),NO,No,No,No,Yes,No,NO,3 to 5 kilometers,Yes,No,No,No,0 to 5 kilometes,No
503,30420223,TAR/ASPHALT,YES,Yes,No,No,No,Yes,YES,In the community,Yes,No,Yes,Yes,,No
504,30501008,TAR/ASPHALT,YES,Yes,No,Yes,Yes,Yes,YES,In the community,No,No,Yes,No,11 to 15 kilometers,Yes
505,30501020,GRADED GRAVELED,YES,No,No,No,Yes,No,NO,In the community,No,No,No,No,6 to 10 kilometers,No
506,30501359,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,11 to 15 kilometers,No
507,30501383,GRADED GRAVELED,YES,Yes,No,No,No,No,NO,5 and above kilometers,Yes,No,Yes,No,11 to 15 kilometers,No
508,30501566,GRADED GRAVELED,NO,No,No,No,No,No,NO,In the community,No,No,No,No,11 to 15 kilometers,No
509,30502418,DIRT TRACK,NO,No,No,No,Yes,No,NO,In the community,Yes,No,No,Yes,,No
510,30502456,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,5 and above kilometers,Yes,No,No,No,6 to 10 kilometers,No
511,30503214,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
512,30503292,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,5 and above kilometers,Yes,No,No,No,11 to 15 kilometers,No
513,30503685,DIRT ROAD (MAINTAINED),NO,No,No,Yes,No,No,NO,In the community,No,No,Yes,No,0 to 5 kilometes,No
514,30504251,DIRT ROAD (MAINTAINED),YES,Yes,No,Yes,Yes,No,YES,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
515,30504518,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,5 and above kilometers,Yes,No,No,No,6 to 10 kilometers,No
516,30505180,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,In the community,Yes,No,No,No,6 to 10 kilometers,No
517,30506017,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,5 and above kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
518,30506031,DIRT ROAD (MAINTAINED),YES,Yes,No,No,No,No,NO,In the community,No,No,Yes,No,0 to 5 kilometes,No
519,30506105,TAR/ASPHALT,YES,Yes,No,Yes,No,No,NO,In the community,No,No,No,No,6 to 10 kilometers,No
520,30506326,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,In the community,No,Yes,Yes,Yes,,No
521,30506457,DIRT ROAD (MAINTAINED),NO,Yes,No,Yes,No,No,NO,,Yes,No,No,No,6 to 10 kilometers,No
522,30506748,DIRT ROAD (MAINTAINED),YES,No,No,No,Yes,No,NO,3 to 5 kilometers,Yes,Yes,No,No,6 to 10 kilometers,No
523,30507667,DIRT ROAD (MAINTAINED),YES,No,No,No,Yes,No,NO,In the community,Yes,No,Yes,No,11 to 15 kilometers,No
524,30508364,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,YES,In the community,Yes,No,Yes,No,0 to 5 kilometes,No
525,30508435,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,5 and above kilometers,Yes,No,No,No,11 to 15 kilometers,No
526,30508473,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,5 and above kilometers,Yes,No,No,No,11 to 15 kilometers,No
527,30508629,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,5 and above kilometers,Yes,No,No,No,6 to 10 kilometers,No
528,30601052,GRADED GRAVELED,YES,No,No,No,No,No,NO,3 to 5 kilometers,No,No,No,No,6 to 10 kilometers,No
529,30601144,GRADED GRAVELED,YES,No,No,Yes,No,No,NO,5 and above kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
530,30601190,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,Under 2 kilometers,No,No,Yes,No,6 to 10 kilometers,No
531,30601191,GRADED GRAVELED,YES,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,Above 30 kilometers,No
532,30601428,GRADED GRAVELED,YES,No,No,No,No,No,NO,Under 2 kilometers,No,No,No,No,16 to 20 kilometers,No
533,30601526,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,Under 2 kilometers,No,No,Yes,No,11 to 15 kilometers,No
534,30601608,GRADED GRAVELED,YES,No,No,No,No,No,NO,3 to 5 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
535,30601639,DIRT ROAD (MAINTAINED),YES,No,No,Yes,Yes,No,NO,Under 2 kilometers,No,No,Yes,No,0 to 5 kilometes,No
536,30601746,DIRT ROAD (MAINTAINED),YES,No,No,No,Yes,No,NO,Under 2 kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
537,30602059,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,11 to 15 kilometers,No
538,30602217,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,,Yes,No,Yes,No,11 to 15 kilometers,No
539,30602220,GRADED GRAVELED,YES,No,No,No,No,No,NO,5 and above kilometers,Yes,No,No,No,26 to 30 kilometers,No
540,30602235,DIRT ROAD (MAINTAINED),YES,No,No,No,No,Yes,YES,3 to 5 kilometers,Yes,No,No,Yes,,No
541,30602408,GRADED GRAVELED,YES,No,No,No,No,No,NO,3 to 5 kilometers,Yes,No,No,No,Above 30 kilometers,No
542,30602443,GRADED GRAVELED,YES,No,No,No,No,No,NO,3 to 5 kilometers,Yes,No,Yes,No,26 to 30 kilometers,No
543,30602445,TAR/ASPHALT,YES,Yes,No,No,No,No,NO,5 and above kilometers,Yes,Yes,Yes,No,6 to 10 kilometers,No
544,30602472,GRADED GRAVELED,YES,No,No,No,No,No,NO,3 to 5 kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
545,30602512,GRADED GRAVELED,YES,No,No,No,No,Yes,NO,5 and above kilometers,Yes,No,No,No,0 to 5 kilometes,No
546,30602713,GRADED GRAVELED,NO,No,No,No,No,No,NO,5 and above kilometers,Yes,No,No,No,16 to 20 kilometers,No
547,30602734,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
548,30620179,TAR/ASPHALT,YES,Yes,No,Yes,Yes,Yes,YES,Under 2 kilometers,Yes,No,Yes,Yes,,No
549,30620196,TAR/ASPHALT,YES,Yes,No,Yes,Yes,No,NO,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
550,30620323,TAR/ASPHALT,YES,Yes,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
551,30620644,GRADED GRAVELED,YES,Yes,Yes,No,No,No,NO,5 and above kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
552,30701411,DIRT ROAD (MAINTAINED),YES,Yes,No,Yes,No,Yes,YES,Under 2 kilometers,No,No,Yes,Yes,,Yes
553,30702134,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,3 to 5 kilometers,No,No,Yes,No,6 to 10 kilometers,No
554,30703381,DIRT ROAD (MAINTAINED),YES,Yes,No,No,Yes,No,YES,3 to 5 kilometers,Yes,No,Yes,Yes,,No
555,30704158,DIRT ROAD (MAINTAINED),YES,No,No,Yes,Yes,Yes,YES,Under 2 kilometers,Yes,No,Yes,No,16 to 20 kilometers,No
556,30704313,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,5 and above kilometers,No,No,Yes,No,16 to 20 kilometers,No
557,30705248,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,YES,5 and above kilometers,No,No,Yes,No,11 to 15 kilometers,No
558,30705391,GRADED GRAVELED,YES,No,No,No,No,No,YES,3 to 5 kilometers,Yes,Yes,Yes,Yes,,No
559,30706619,GRADED GRAVELED,NO,No,No,No,No,No,NO,5 and above kilometers,No,No,Yes,No,6 to 10 kilometers,No
560,30706743,DIRT ROAD (MAINTAINED),YES,Yes,No,No,Yes,No,YES,3 to 5 kilometers,No,No,Yes,No,6 to 10 kilometers,No
561,30707534,DIRT ROAD (MAINTAINED),YES,No,No,No,Yes,No,YES,Under 2 kilometers,No,No,Yes,No,16 to 20 kilometers,No
562,30707722,GRADED GRAVELED,YES,No,No,Yes,Yes,Yes,YES,3 to 5 kilometers,Yes,No,Yes,Yes,,No
563,30708338,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,YES,Under 2 kilometers,Yes,No,Yes,Yes,,No
564,30708665,TAR/ASPHALT,YES,Yes,No,Yes,Yes,No,NO,Under 2 kilometers,Yes,No,Yes,Yes,,No
565,30709116,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,3 to 5 kilometers,No,No,Yes,Yes,,No
566,30709358,DIRT ROAD (MAINTAINED),NO,No,No,No,Yes,No,YES,5 and above kilometers,No,No,Yes,No,11 to 15 kilometers,No
567,30709438,DIRT ROAD (MAINTAINED),NO,Yes,No,No,Yes,No,YES,Under 2 kilometers,No,No,Yes,Yes,,No
568,30709650,DIRT ROAD (MAINTAINED),YES,No,No,No,Yes,No,NO,3 to 5 kilometers,Yes,Yes,Yes,Yes,,No
569,30709698,TAR/ASPHALT,YES,No,No,No,No,No,YES,,Yes,No,Yes,Yes,,No
570,30710079,TAR/ASPHALT,YES,Yes,No,Yes,Yes,No,YES,3 to 5 kilometers,Yes,No,Yes,Yes,,No
