,ea_id,com_roadtype,com_vehicles,com_bus,com_urbancenter,com_dailymrkt,com_weeklymrkt,com_postoffice,com_publicphone,com_distprimary,com_classrooms,com_schoolelec,com_medicines,com_clinic,com_distclinic,com_bank
571,30710128,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,Under 2 kilometers,No,No,Yes,No,6 to 10 kilometers,No
572,30710157,DIRT ROAD (MAINTAINED),NO,No,No,No,Yes,No,NO,Under 2 kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
573,30710451,GRADED GRAVELED,YES,No,No,No,No,No,YES,Under 2 kilometers,Yes,Yes,Yes,Yes,,No
574,30711684,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,Yes,,No
575,30720666,TAR/ASPHALT,YES,Yes,Yes,Yes,Yes,Yes,YES,Under 2 kilometers,Yes,Yes,Yes,Yes,,Yes
576,30801205,GRADED GRAVELED,YES,No,No,No,No,No,NO,,Yes,No,No,No,26 to 30 kilometers,No
577,30801300,TAR/ASPHALT,YES,Yes,No,No,Yes,Yes,NO,5 and above kilometers,Yes,No,No,Yes,,No
578,30801305,DIRT TRACK,YES,No,No,No,No,No,NO,,Yes,No,No,No,6 to 10 kilometers,No
579,30801386,DIRT TRACK,NO,No,No,No,No,No,NO,,Yes,No,No,No,0 to 5 kilometes,No
580,30801631,DIRT TRACK,NO,No,No,No,No,No,NO,3 to 5 kilometers,Yes,No,No,No,0 to 5 kilometes,No
581,30801672,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,3 to 5 kilometers,Yes,No,No,No,0 to 5 kilometes,No
582,30801679,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,6 to 10 kilometers,No
583,30802036,GRADED GRAVELED,YES,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,26 to 30 kilometers,No
584,30802485,DIRT TRACK,NO,No,No,No,No,No,NO,,Yes,No,No,No,6 to 10 kilometers,No
585,30802579,DIRT TRACK,NO,No,No,No,No,No,NO,3 to 5 kilometers,Yes,No,No,No,0 to 5 kilometes,No
586,30803115,GRADED GRAVELED,YES,No,No,No,No,No,NO,,Yes,No,Yes,No,6 to 10 kilometers,No
587,30803233,GRADED GRAVELED,YES,Yes,No,Yes,Yes,Yes,YES,,Yes,No,Yes,Yes,,No
588,30803321,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,5 and above kilometers,Yes,No,No,No,6 to 10 kilometers,No
589,30803480,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,5 and above kilometers,Yes,No,No,No,11 to 15 kilometers,No
590,30804416,GRADED GRAVELED,YES,Yes,No,Yes,Yes,No,NO,,Yes,No,Yes,Yes,,No
591,30804426,DIRT TRACK,NO,No,No,No,No,No,NO,,Yes,No,No,No,0 to 5 kilometes,No
592,30805259,DIRT ROAD (MAINTAINED),YES,No,No,No,Yes,No,NO,5 and above kilometers,Yes,No,No,No,6 to 10 kilometers,No
593,30805375,DIRT TRACK,NO,No,No,No,No,No,NO,,No,No,No,No,0 to 5 kilometes,No
594,30805463,GRADED GRAVELED,YES,Yes,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,0 to 5 kilometes,No
595,30805551,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,0 to 5 kilometes,No
596,30806145,GRADED GRAVELED,YES,Yes,No,No,No,No,NO,3 to 5 kilometers,Yes,No,No,Yes,,No
597,30806483,TAR/ASPHALT,YES,Yes,No,Yes,Yes,Yes,YES,,Yes,No,Yes,Yes,,No
598,30806611,GRADED GRAVELED,NO,No,No,No,Yes,No,NO,5 and above kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
599,30806630,GRADED GRAVELED,YES,No,No,No,Yes,No,NO,,No,No,No,No,6 to 10 kilometers,No
600,30901029,GRADED GRAVELED,YES,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,0 to 5 kilometes,No
601,30901054,GRADED GRAVELED,YES,No,No,No,Yes,No,NO,,Yes,No,No,Yes,,No
602,30901193,DIRT ROAD (MAINTAINED),NO,No,No,No,Yes,No,NO,,Yes,No,No,No,16 to 20 kilometers,No
603,30901253,DIRT TRACK,NO,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,0 to 5 kilometes,No
604,30901275,GRADED GRAVELED,YES,Yes,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,0 to 5 kilometes,No
605,30901320,DIRT TRACK,NO,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,0 to 5 kilometes,No
606,30901380,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,,Yes,No,No,No,0 to 5 kilometes,No
607,30901409,DIRT TRACK,NO,No,No,No,Yes,No,NO,,Yes,No,No,No,6 to 10 kilometers,No
608,30901475,GRADED GRAVELED,YES,Yes,No,No,No,No,NO,,No,No,No,No,6 to 10 kilometers,No
609,30901550,GRADED GRAVELED,YES,No,No,No,Yes,Yes,YES,,Yes,No,No,No,16 to 20 kilometers,No
610,30901569,GRADED GRAVELED,YES,Yes,No,No,Yes,No,NO,,Yes,No,No,Yes,,No
611,30901603,DIRT ROAD (MAINTAINED),YES,Yes,No,No,Yes,No,NO,,No,No,No,Yes,,No
612,30901715,DIRT ROAD (MAINTAINED),YES,Yes,No,No,Yes,No,NO,,Yes,No,No,No,0 to 5 kilometes,No
613,30901720,GRADED GRAVELED,YES,Yes,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,0 to 5 kilometes,No
614,30901732,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,0 to 5 kilometes,No
615,30901756,DIRT TRACK,NO,No,No,No,No,No,NO,,Yes,No,No,No,0 to 5 kilometes,No
616,30902236,GRADED GRAVELED,NO,Yes,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,6 to 10 kilometers,No
617,30902299,DIRT TRACK,NO,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,0 to 5 kilometes,No
618,30902346,GRADED GRAVELED,NO,No,No,No,No,No,NO,5 and above kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
619,30902425,DIRT TRACK,NO,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,6 to 10 kilometers,No
620,30902606,DIRT TRACK,YES,No,No,No,No,No,NO,Under 2 kilometers,No,No,No,No,0 to 5 kilometes,No
621,30903114,GRADED GRAVELED,NO,No,No,No,Yes,Yes,NO,3 to 5 kilometers,Yes,No,Yes,Yes,,No
622,30903528,DIRT TRACK,NO,No,No,No,No,No,NO,,Yes,No,No,No,6 to 10 kilometers,No
623,30920609,TAR/ASPHALT,YES,Yes,No,Yes,Yes,Yes,YES,,Yes,No,Yes,Yes,,Yes
624,31001034,TAR/ASPHALT,YES,Yes,No,No,No,No,NO,Under 2 kilometers,No,No,Yes,No,11 to 15 kilometers,No
625,31001092,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,Under 2 kilometers,No,No,No,No,0 to 5 kilometes,No
626,31001123,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,In the community,No,No,Yes,No,16 to 20 kilometers,No
627,31001228,DIRT TRACK,NO,No,No,No,No,No,NO,In the community,No,No,Yes,No,16 to 20 kilometers,No
628,31001242,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,In the community,No,No,Yes,Yes,,No
629,31001333,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
630,31001647,DIRT TRACK,NO,No,No,No,No,No,NO,In the community,No,No,Yes,No,6 to 10 kilometers,No
631,31001749,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,In the community,No,No,Yes,No,6 to 10 kilometers,No
632,31002169,TAR/ASPHALT,YES,Yes,No,Yes,No,No,YES,In the community,Yes,No,Yes,No,0 to 5 kilometes,No
633,31002245,TAR/ASPHALT,YES,Yes,No,No,No,No,YES,Under 2 kilometers,Yes,No,Yes,Yes,,No
634,31002677,TAR/ASPHALT,YES,Yes,No,Yes,No,No,YES,In the community,Yes,No,Yes,No,0 to 5 kilometes,No
635,31003100,DIRT TRACK,NO,No,No,No,No,No,NO,,Yes,No,Yes,No,16 to 20 kilometers,No
636,31003226,DIRT ROAD (MAINTAINED),NO,No,No,Yes,No,No,NO,In the community,Yes,No,Yes,Yes,,No
637,31003482,GRADED GRAVELED,NO,Yes,No,Yes,Yes,No,YES,In the community,No,No,Yes,No,6 to 10 kilometers,No
638,31003759,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,3 to 5 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
639,31004098,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,In the community,No,No,Yes,No,0 to 5 kilometes,No
640,31004312,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,,No,No,Yes,No,0 to 5 kilometes,No
641,31005061,TAR/ASPHALT,YES,Yes,No,No,No,No,YES,Under 2 kilometers,No,No,Yes,No,6 to 10 kilometers,No
642,31006284,TAR/ASPHALT,YES,Yes,No,Yes,No,No,YES,In the community,Yes,No,Yes,No,6 to 10 kilometers,No
643,31006556,DIRT TRACK,YES,Yes,No,No,Yes,No,NO,,No,No,Yes,Yes,,No
644,31007335,DIRT TRACK,NO,No,No,No,No,No,NO,In the community,No,No,Yes,No,11 to 15 kilometers,No
645,31007544,GRADED GRAVELED,YES,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,11 to 15 kilometers,No
646,31007549,GRADED GRAVELED,NO,Yes,No,No,No,No,NO,In the community,No,No,Yes,No,0 to 5 kilometes,No
647,31007645,DIRT ROAD (MAINTAINED),YES,Yes,No,No,No,No,NO,In the community,No,No,Yes,No,0 to 5 kilometes,No
648,31101009,DIRT TRACK,NO,Yes,No,Yes,Yes,No,YES,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
649,31101399,DIRT ROAD (MAINTAINED),YES,No,No,No,No,Yes,YES,In the community,No,No,Yes,Yes,,No
650,31102266,GRADED GRAVELED,YES,Yes,No,No,No,No,NO,Under 2 kilometers,No,No,Yes,No,0 to 5 kilometes,No
651,31102591,DIRT TRACK,NO,No,No,No,No,No,NO,Under 2 kilometers,No,No,Yes,No,16 to 20 kilometers,No
652,31104086,GRADED GRAVELED,NO,Yes,No,Yes,Yes,No,YES,3 to 5 kilometers,No,No,Yes,No,0 to 5 kilometes,No
653,31104147,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,In the community,No,No,Yes,No,0 to 5 kilometes,No
654,31104361,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,In the community,No,No,No,No,6 to 10 kilometers,No
655,31104496,DIRT ROAD (MAINTAINED),YES,Yes,No,No,No,No,NO,,No,Yes,Yes,No,0 to 5 kilometes,No
656,31104691,GRADED GRAVELED,YES,Yes,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
657,31104696,DIRT ROAD (MAINTAINED),YES,Yes,No,No,No,No,NO,,Yes,No,Yes,No,0 to 5 kilometes,No
658,31105091,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,,Yes,No,Yes,No,0 to 5 kilometes,No
659,31105559,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
660,31105581,GRADED GRAVELED,YES,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
661,31106066,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,,No,No,No,No,0 to 5 kilometes,No
662,31106182,TAR/ASPHALT,YES,Yes,No,No,No,No,YES,Under 2 kilometers,No,No,Yes,Yes,,No
663,31106519,TAR/ASPHALT,YES,Yes,No,No,No,No,NO,In the community,No,No,Yes,No,0 to 5 kilometes,No
664,31106574,GRADED GRAVELED,YES,Yes,No,Yes,Yes,Yes,YES,In the community,No,No,Yes,No,0 to 5 kilometes,Yes
665,31106682,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,In the community,No,No,Yes,No,0 to 5 kilometes,No
666,31107406,GRADED GRAVELED,YES,Yes,No,No,No,No,NO,Under 2 kilometers,No,No,Yes,No,6 to 10 kilometers,No
667,31108265,DIRT TRACK,NO,No,No,No,No,No,NO,In the community,No,No,Yes,No,6 to 10 kilometers,No
668,31108703,DIRT ROAD (MAINTAINED),YES,Yes,No,Yes,Yes,No,NO,Under 2 kilometers,Yes,Yes,Yes,Yes,,No
669,31110462,DIRT TRACK,NO,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,21 to 25 kilometers,No
670,31120097,TAR/ASPHALT,YES,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
671,31120218,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,YES,Under 2 kilometers,No,No,Yes,No,0 to 5 kilometes,No
672,31201007,TAR/ASPHALT,YES,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,6 to 10 kilometers,No
673,31201058,TAR/ASPHALT,YES,Yes,No,No,No,No,NO,Under 2 kilometers,No,No,No,No,6 to 10 kilometers,No
674,31201104,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,11 to 15 kilometers,No
675,31201106,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
676,31201197,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,3 to 5 kilometers,No,Yes,Yes,No,0 to 5 kilometes,No
677,31201230,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,6 to 10 kilometers,No
678,31201234,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
679,31201250,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
680,31201350,DIRT ROAD (MAINTAINED),YES,No,No,Yes,Yes,No,NO,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
681,31201516,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
682,31201726,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,5 and above kilometers,Yes,No,Yes,Yes,,No
683,31201747,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
684,31201765,TAR/ASPHALT,YES,Yes,No,Yes,Yes,Yes,YES,5 and above kilometers,Yes,No,Yes,Yes,,No
685,31204138,DIRT ROAD (MAINTAINED),YES,No,No,Yes,Yes,No,NO,Under 2 kilometers,No,No,Yes,Yes,,No
686,31204184,DIRT ROAD (MAINTAINED),YES,Yes,No,Yes,Yes,No,NO,Under 2 kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
687,31204209,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,Under 2 kilometers,No,No,Yes,No,6 to 10 kilometers,No
688,31204267,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
689,31204390,DIRT ROAD (MAINTAINED),YES,Yes,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,11 to 15 kilometers,No
690,31204410,TAR/ASPHALT,YES,Yes,No,Yes,Yes,No,NO,Under 2 kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
691,31204489,DIRT ROAD (MAINTAINED),YES,No,No,Yes,Yes,Yes,YES,Under 2 kilometers,Yes,No,No,No,0 to 5 kilometes,No
692,31204532,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
693,31204618,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
694,31220487,DIRT ROAD (MAINTAINED),NO,Yes,Yes,Yes,No,Yes,YES,Under 2 kilometers,No,No,No,No,0 to 5 kilometes,No
695,31220637,TAR/ASPHALT,YES,Yes,No,Yes,Yes,Yes,YES,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,Yes
696,31301246,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
697,31301304,DIRT ROAD (MAINTAINED),YES,No,No,No,Yes,No,NO,3 to 5 kilometers,Yes,No,Yes,No,Above 30 kilometers,No
698,31301385,GRADED GRAVELED,YES,Yes,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
699,31301560,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,3 to 5 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
700,31301671,GRADED GRAVELED,NO,No,No,No,No,No,NO,5 and above kilometers,Yes,No,No,No,6 to 10 kilometers,No
701,31301683,GRADED GRAVELED,NO,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,0 to 5 kilometes,No
702,31302162,GRADED GRAVELED,YES,Yes,No,No,No,No,NO,5 and above kilometers,Yes,No,No,No,16 to 20 kilometers,No
703,31302415,TAR/ASPHALT,YES,Yes,No,No,No,No,NO,,No,No,No,No,11 to 15 kilometers,No
704,31302578,DIRT TRACK,NO,No,No,No,No,No,NO,3 to 5 kilometers,No,No,No,No,Above 30 kilometers,No
705,31302651,GRADED GRAVELED,YES,Yes,No,No,Yes,No,NO,Under 2 kilometers,Yes,No,Yes,Yes,,No
706,31302761,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,5 and above kilometers,No,No,No,No,Above 30 kilometers,No
707,31303067,GRADED GRAVELED,YES,No,No,Yes,Yes,No,NO,Under 2 kilometers,Yes,No,No,Yes,,No
708,31303263,GRADED GRAVELED,YES,No,No,No,No,No,NO,5 and above kilometers,Yes,No,No,No,0 to 5 kilometes,No
709,31303327,TAR/ASPHALT,YES,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,0 to 5 kilometes,No
710,31303467,TAR/ASPHALT,YES,Yes,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
711,31303567,GRADED GRAVELED,YES,No,No,No,No,No,NO,5 and above kilometers,Yes,No,No,No,11 to 15 kilometers,No
712,31303585,GRADED GRAVELED,YES,No,No,No,No,No,NO,Under 2 kilometers,No,No,No,No,6 to 10 kilometers,No
713,31303610,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,3 to 5 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
714,31303655,TAR/ASPHALT,YES,Yes,No,No,No,No,NO,5 and above kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
715,31303757,GRADED GRAVELED,YES,Yes,No,No,Yes,Yes,NO,Under 2 kilometers,No,No,Yes,No,6 to 10 kilometers,No
716,31306166,DIRT ROAD (MAINTAINED),NO,No,No,Yes,No,No,NO,3 to 5 kilometers,No,No,Yes,No,16 to 20 kilometers,No
717,31306274,GRADED GRAVELED,NO,No,No,No,No,No,NO,5 and above kilometers,Yes,No,No,No,11 to 15 kilometers,No
718,31306500,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,Under 2 kilometers,No,No,Yes,No,6 to 10 kilometers,No
719,31306719,GRADED GRAVELED,YES,No,No,No,No,No,NO,3 to 5 kilometers,No,No,No,No,6 to 10 kilometers,No
720,31431714,DIRT ROAD (MAINTAINED),YES,Yes,No,No,No,No,NO,Under 2 kilometers,Yes,Yes,Yes,No,0 to 5 kilometes,No
721,31432279,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
722,31432523,DIRT ROAD (MAINTAINED),YES,No,No,No,Yes,No,NO,Under 2 kilometers,Yes,No,Yes,Yes,,No
723,31432676,TAR/ASPHALT,YES,Yes,Yes,Yes,No,Yes,YES,Under 2 kilometers,Yes,Yes,Yes,Yes,,Yes
724,31434099,DIRT ROAD (MAINTAINED),YES,Yes,Yes,Yes,Yes,No,NO,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
725,31435120,DIRT ROAD (MAINTAINED),YES,Yes,Yes,Yes,Yes,No,NO,Under 2 kilometers,Yes,No,Yes,No,11 to 15 kilometers,No
726,31435149,DIRT ROAD (MAINTAINED),NO,Yes,Yes,Yes,Yes,No,YES,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
727,31435423,DIRT ROAD (MAINTAINED),YES,Yes,Yes,Yes,Yes,No,YES,3 to 5 kilometers,Yes,No,Yes,Yes,,No
728,31435753,DIRT ROAD (MAINTAINED),NO,No,Yes,Yes,Yes,No,NO,Under 2 kilometers,Yes,No,Yes,Yes,,No
729,31436063,DIRT ROAD (MAINTAINED),YES,No,Yes,Yes,Yes,No,YES,Under 2 kilometers,Yes,No,Yes,Yes,,No
730,31436695,GRADED GRAVELED,YES,No,Yes,Yes,Yes,No,NO,Under 2 kilometers,Yes,No,Yes,Yes,,Yes
731,31438563,TAR/ASPHALT,YES,Yes,Yes,Yes,No,No,YES,Under 2 kilometers,Yes,Yes,No,No,0 to 5 kilometes,No
732,31438622,DIRT ROAD (MAINTAINED),YES,Yes,Yes,Yes,No,No,YES,Under 2 kilometers,Yes,No,No,No,0 to 5 kilometes,No
733,31438689,DIRT ROAD (MAINTAINED),YES,Yes,Yes,Yes,No,No,YES,5 and above kilometers,Yes,No,Yes,Yes,,No
734,31438690,DIRT ROAD (MAINTAINED),YES,No,Yes,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
735,31439102,DIRT ROAD (MAINTAINED),YES,No,Yes,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,0 to 5 kilometes,No
736,31440002,GRADED GRAVELED,YES,No,Yes,Yes,Yes,Yes,NO,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,Yes
737,31440152,DIRT ROAD (MAINTAINED),YES,No,Yes,Yes,No,Yes,YES,Under 2 kilometers,Yes,Yes,Yes,Yes,,No
738,31441389,GRADED GRAVELED,NO,No,Yes,Yes,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,Yes
739,31442200,DIRT ROAD (MAINTAINED),YES,Yes,Yes,Yes,No,No,NO,Under 2 kilometers,Yes,No,No,Yes,,No
740,31442394,DIRT ROAD (MAINTAINED),YES,No,Yes,No,No,No,NO,Under 2 kilometers,Yes,No,No,Yes,,No
741,31442616,DIRT ROAD (MAINTAINED),YES,Yes,Yes,Yes,No,No,YES,Under 2 kilometers,Yes,No,Yes,Yes,,No
742,31443108,TAR/ASPHALT,YES,Yes,Yes,Yes,No,No,NO,Under 2 kilometers,Yes,No,Yes,Yes,,No
743,31443270,GRADED GRAVELED,YES,Yes,Yes,Yes,No,No,YES,Under 2 kilometers,Yes,Yes,Yes,No,0 to 5 kilometes,No
744,31531161,TAR/ASPHALT,YES,Yes,Yes,Yes,Yes,No,YES,Under 2 kilometers,Yes,Yes,Yes,Yes,,No
745,31531303,DIRT ROAD (MAINTAINED),YES,No,Yes,Yes,Yes,No,YES,Under 2 kilometers,Yes,Yes,Yes,Yes,,No
746,31532674,TAR/ASPHALT,YES,Yes,Yes,Yes,Yes,No,YES,3 to 5 kilometers,Yes,Yes,Yes,Yes,,No
747,31533095,TAR/ASPHALT,YES,Yes,Yes,Yes,Yes,Yes,YES,3 to 5 kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
748,31534553,TAR/ASPHALT,YES,Yes,Yes,Yes,Yes,No,YES,5 and above kilometers,Yes,Yes,Yes,Yes,,No
749,31535633,TAR/ASPHALT,YES,Yes,Yes,Yes,Yes,No,YES,Under 2 kilometers,Yes,Yes,Yes,Yes,,Yes
750,31536118,TAR/ASPHALT,YES,Yes,Yes,Yes,No,Yes,YES,Under 2 kilometers,Yes,Yes,Yes,Yes,,Yes
751,31536257,TAR/ASPHALT,YES,Yes,Yes,Yes,No,Yes,YES,Under 2 kilometers,Yes,Yes,Yes,Yes,,Yes
752,31536751,DIRT ROAD (MAINTAINED),YES,Yes,Yes,Yes,Yes,Yes,YES,Under 2 kilometers,No,No,Yes,Yes,,Yes
753,31538278,TAR/ASPHALT,YES,Yes,Yes,No,No,No,YES,3 to 5 kilometers,Yes,Yes,Yes,Yes,,Yes
754,31539670,DIRT ROAD (MAINTAINED),YES,No,Yes,No,No,No,YES,3 to 5 kilometers,Yes,Yes,Yes,No,0 to 5 kilometes,No
755,31540003,TAR/ASPHALT,YES,Yes,Yes,Yes,Yes,No,YES,3 to 5 kilometers,Yes,Yes,Yes,Yes,,No
756,31540419,TAR/ASPHALT,YES,Yes,Yes,Yes,No,No,YES,Under 2 kilometers,No,No,Yes,Yes,,No
757,31541183,TAR/ASPHALT,YES,Yes,Yes,Yes,Yes,No,YES,3 to 5 kilometers,Yes,Yes,Yes,No,6 to 10 kilometers,No
758,31545384,DIRT ROAD (MAINTAINED),YES,Yes,Yes,Yes,Yes,Yes,YES,Under 2 kilometers,Yes,Yes,Yes,Yes,,Yes
759,31546760,TAR/ASPHALT,YES,Yes,Yes,Yes,Yes,No,YES,Under 2 kilometers,Yes,Yes,Yes,Yes,,Yes
760,31547429,TAR/ASPHALT,YES,Yes,Yes,Yes,Yes,Yes,YES,Under 2 kilometers,Yes,Yes,Yes,Yes,,Yes
761,31548148,TAR/ASPHALT,YES,Yes,Yes,No,No,No,YES,Under 2 kilometers,Yes,Yes,Yes,Yes,,Yes
762,31550254,TAR/ASPHALT,YES,Yes,Yes,Yes,Yes,Yes,YES,Under 2 kilometers,Yes,Yes,Yes,Yes,,Yes
763,31552612,TAR/ASPHALT,YES,Yes,Yes,Yes,Yes,Yes,YES,Under 2 kilometers,Yes,Yes,Yes,Yes,,No
764,31552686,TAR/ASPHALT,YES,Yes,Yes,Yes,Yes,Yes,YES,Under 2 kilometers,Yes,Yes,Yes,Yes,,Yes
765,31553237,GRADED GRAVELED,YES,Yes,Yes,Yes,Yes,No,YES,3 to 5 kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
766,31554613,DIRT ROAD (MAINTAINED),YES,Yes,Yes,Yes,Yes,No,YES,Under 2 kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
767,31555614,DIRT ROAD (MAINTAINED),YES,No,Yes,No,Yes,No,YES,Under 2 kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
